PORT_TYPE,EVSE_ZIP,SESSION_START_DATE,SESSION_START_TIME,SESSION_LENGTH,ENERGY,SUBLAP,LAT,LON
3,9,12/19/13,21:09,7.220301,1.892973822,LAP2,40.605104,-80.061551
3,2,12/4/13,13:32,5.816821,1.285802405,LAP1,40.476938,-80.381297
2,10,12/25/13,15:22,3.163875,0.664905638,LAP2,40.940856,-80.902297
1,1,12/9/13,11:10,4.574638,2.244761448,LAP1,40.759591,-80.892775
2,5,12/5/13,22:27,15.070461,4.527806724,LAP1,40.932256,-80.388139
2,2,12/4/13,23:55,2.592876,1.282250194,LAP1,40.476938,-80.381297
3,7,12/4/13,11:53,10.828493,3.515638923,LAP2,41.197179,-80.218578
3,4,12/25/13,13:59,1.362526,1.531847362,LAP1,41.237692,-80.129426
3,5,12/25/13,8:11,4.988905,2.248046992,LAP1,40.932256,-80.388139
3,9,12/7/13,21:15,4.939163,1.345751795,LAP2,40.605104,-80.061551
2,5,12/31/13,10:39,7.632696,3.208891075,LAP1,40.932256,-80.388139
3,9,12/29/13,5:53,0.728199,1.498765152,LAP2,40.605104,-80.061551
3,2,12/1/13,11:57,2.167517,1.418070891,LAP1,40.476938,-80.381297
3,6,12/31/13,13:07,10.92255,2.368633288,LAP2,41.088805,-80.651918
3,8,12/20/13,5:22,5.647649,2.013573676,LAP2,41.122195,-80.597651
1,9,12/19/13,1:52,3.738464,1.802184873,LAP2,40.605104,-80.061551
2,12,12/22/13,7:51,1.47694,0.351067776,LAP2,40.666304,-80.69382
2,3,12/8/13,13:50,2.875588,2.266510113,LAP1,40.82405,-80.70807
3,12,12/23/13,18:16,0.802822,1.375835758,LAP2,40.666304,-80.69382
3,1,12/11/13,19:04,0.896334,1.585603681,LAP1,40.759591,-80.892775
2,6,12/27/13,13:50,9.166121,2.081481233,LAP2,41.088805,-80.651918
2,2,12/6/13,2:52,9.164211,2.810651095,LAP1,40.476938,-80.381297
3,5,12/26/13,18:28,5.014872,2.921620116,LAP1,40.932256,-80.388139
2,4,12/10/13,3:18,8.901594,3.485845293,LAP1,41.237692,-80.129426
1,5,12/1/13,23:32,4.103809,1.066878189,LAP1,40.932256,-80.388139
3,14,12/9/13,14:26,5.58171,2.411805164,LAP2,41.141569,-80.833456
2,2,12/12/13,23:40,2.425284,1.138403877,LAP1,40.476938,-80.381297
3,10,12/20/13,16:33,4.204495,2.690686079,LAP2,40.940856,-80.902297
3,7,12/31/13,22:28,7.898753,2.123561284,LAP2,41.197179,-80.218578
2,4,12/5/13,18:37,5.484747,1.471730775,LAP1,41.237692,-80.129426
2,3,12/2/13,6:18,7.312555,1.898773045,LAP1,40.82405,-80.70807
1,12,12/26/13,4:17,8.162777,2.8845991,LAP2,40.666304,-80.69382
3,3,12/13/13,10:09,5.728403,2.815111146,LAP1,40.82405,-80.70807
3,5,12/31/13,21:44,2.29715,1.774818668,LAP1,40.932256,-80.388139
2,7,12/20/13,12:35,2.134884,0.914837674,LAP2,41.197179,-80.218578
2,2,12/18/13,9:27,0.39463,1.023310552,LAP1,40.476938,-80.381297
2,14,12/20/13,3:06,3.125657,0.65781637,LAP2,41.141569,-80.833456
1,11,12/1/13,15:06,13.414159,3.67009309,LAP2,40.782878,-80.527821
2,9,12/1/13,14:51,2.550626,2.277904425,LAP2,40.605104,-80.061551
3,10,12/15/13,10:34,4.066577,2.330441405,LAP2,40.940856,-80.902297
3,9,12/28/13,7:23,5.681501,2.207223411,LAP2,40.605104,-80.061551
1,12,12/26/13,7:03,2.372807,0.797177711,LAP2,40.666304,-80.69382
3,9,12/18/13,9:48,5.295136,1.555581321,LAP2,40.605104,-80.061551
1,10,12/10/13,22:51,10.644563,3.874337214,LAP2,40.940856,-80.902297
1,7,12/18/13,11:05,0.783528,0.739214981,LAP2,41.197179,-80.218578
2,6,12/3/13,12:03,0.570552,0.617429795,LAP2,41.088805,-80.651918
2,4,12/11/13,15:03,15.041348,4.075104198,LAP1,41.237692,-80.129426
1,5,12/13/13,7:05,1.514774,0.490987182,LAP1,40.932256,-80.388139
3,11,12/30/13,12:24,5.73494,1.88322255,LAP2,40.782878,-80.527821
3,2,12/27/13,9:48,5.637173,1.256947264,LAP1,40.476938,-80.381297
1,5,12/10/13,19:22,1.997887,1.580149525,LAP1,40.932256,-80.388139
3,11,12/1/13,8:31,9.088814,2.678956203,LAP2,40.782878,-80.527821
2,1,12/20/13,13:33,1.897812,1.971341483,LAP1,40.759591,-80.892775
3,3,12/17/13,11:40,2.229329,1.839421407,LAP1,40.82405,-80.70807
2,13,12/23/13,9:02,5.846124,1.456721286,LAP2,40.697587,-80.44851
1,11,12/29/13,13:06,4.128209,2.136179957,LAP2,40.782878,-80.527821
2,6,12/31/13,5:24,2.528894,0.883891183,LAP2,41.088805,-80.651918
3,1,12/29/13,16:23,6.239508,2.577207326,LAP1,40.759591,-80.892775
1,2,12/5/13,18:11,3.188389,0.866785618,LAP1,40.476938,-80.381297
1,2,12/11/13,15:38,0.128798,1.95971036,LAP1,40.476938,-80.381297
2,10,12/4/13,10:26,5.988144,1.916093339,LAP2,40.940856,-80.902297
3,6,12/5/13,18:33,10.730372,3.041264072,LAP2,41.088805,-80.651918
2,11,12/14/13,11:08,0.494031,0.11672054,LAP2,40.782878,-80.527821
2,10,12/14/13,3:16,11.232757,3.206356254,LAP2,40.940856,-80.902297
2,13,12/7/13,13:24,1.427692,1.308752239,LAP2,40.697587,-80.44851
2,13,12/12/13,19:10,6.559892,1.497668596,LAP2,40.697587,-80.44851
3,7,12/5/13,20:22,0.616531,0.48711538,LAP2,41.197179,-80.218578
2,7,12/9/13,16:40,6.039428,1.286540228,LAP2,41.197179,-80.218578
2,6,12/25/13,20:59,15.389403,3.769798241,LAP2,41.088805,-80.651918
1,7,12/25/13,1:29,6.228924,3.122893881,LAP2,41.197179,-80.218578
2,9,12/9/13,16:56,3.526122,2.062536705,LAP2,40.605104,-80.061551
1,12,12/14/13,14:01,1.78399,0.963991199,LAP2,40.666304,-80.69382
3,2,12/23/13,11:53,4.036981,1.24521592,LAP1,40.476938,-80.381297
1,1,12/6/13,12:32,8.901649,3.478524385,LAP1,40.759591,-80.892775
2,5,12/28/13,17:21,3.921979,1.411820203,LAP1,40.932256,-80.388139
1,11,12/12/13,11:36,3.669947,1.447584398,LAP2,40.782878,-80.527821
3,14,12/26/13,13:50,12.722614,2.995709856,LAP2,41.141569,-80.833456
2,10,12/22/13,19:19,2.526052,0.674040421,LAP2,40.940856,-80.902297
2,2,12/5/13,9:24,6.769483,2.545564671,LAP1,40.476938,-80.381297
2,9,12/8/13,8:38,3.557494,2.513651134,LAP2,40.605104,-80.061551
1,14,12/22/13,5:46,10.074123,2.33373809,LAP2,41.141569,-80.833456
2,2,12/25/13,16:54,1.194499,1.759262995,LAP1,40.476938,-80.381297
3,14,12/5/13,6:24,2.750097,1.43032184,LAP2,41.141569,-80.833456
2,10,12/29/13,8:47,5.070169,1.70814627,LAP2,40.940856,-80.902297
1,10,12/13/13,17:21,1.955283,1.775203804,LAP2,40.940856,-80.902297
3,12,12/14/13,6:32,11.919114,2.745080036,LAP2,40.666304,-80.69382
3,13,12/28/13,13:11,8.825843,3.227753546,LAP2,40.697587,-80.44851
1,2,12/3/13,18:38,1.803289,1.692529741,LAP1,40.476938,-80.381297
3,13,12/26/13,5:38,6.136181,2.179893787,LAP2,40.697587,-80.44851
3,8,12/25/13,21:06,5.211285,1.29115683,LAP2,41.122195,-80.597651
3,2,12/15/13,11:23,2.559614,1.611157354,LAP1,40.476938,-80.381297
3,6,12/28/13,3:13,3.730867,1.085832692,LAP2,41.088805,-80.651918
3,2,12/5/13,13:50,4.764129,1.04097925,LAP1,40.476938,-80.381297
3,14,12/26/13,1:43,2.800894,1.248569776,LAP2,41.141569,-80.833456
2,4,12/7/13,17:15,8.06997,2.075777212,LAP1,41.237692,-80.129426
3,4,12/29/13,8:46,0.343202,0.248322982,LAP1,41.237692,-80.129426
1,7,12/2/13,1:19,0.950093,1.712312379,LAP2,41.197179,-80.218578
3,12,12/18/13,12:12,7.666257,3.330156567,LAP2,40.666304,-80.69382
1,2,12/20/13,13:00,4.637243,2.029253363,LAP1,40.476938,-80.381297
3,2,12/2/13,3:11,0.453923,0.183244609,LAP1,40.476938,-80.381297
2,13,12/27/13,17:24,4.011832,1.086632747,LAP2,40.697587,-80.44851
3,12,12/16/13,8:48,10.203616,3.353218181,LAP2,40.666304,-80.69382
3,5,12/24/13,4:49,2.752938,0.621200563,LAP1,40.932256,-80.388139
3,3,12/2/13,9:00,4.762441,1.855940141,LAP1,40.82405,-80.70807
2,9,12/25/13,6:26,3.50654,1.209744499,LAP2,40.605104,-80.061551
3,10,12/12/13,13:52,2.416082,2.239123257,LAP2,40.940856,-80.902297
3,7,12/3/13,3:20,4.404189,1.909510537,LAP2,41.197179,-80.218578
2,4,12/12/13,14:18,1.148388,2.193657731,LAP1,41.237692,-80.129426
3,7,12/24/13,18:09,1.241876,1.3694363,LAP2,41.197179,-80.218578
2,4,12/14/13,3:26,0.23738,1.910728991,LAP1,41.237692,-80.129426
2,14,12/20/13,17:10,4.974973,1.442509709,LAP2,41.141569,-80.833456
1,2,12/5/13,12:46,2.447645,0.910323079,LAP1,40.476938,-80.381297
2,13,12/5/13,3:49,1.415684,1.617479831,LAP2,40.697587,-80.44851
2,13,12/26/13,14:30,11.282174,3.716351896,LAP2,40.697587,-80.44851
3,3,12/18/13,8:19,3.148153,2.5827334,LAP1,40.82405,-80.70807
3,11,12/16/13,11:41,1.117735,0.692343931,LAP2,40.782878,-80.527821
1,13,12/2/13,7:26,8.218038,1.649456416,LAP2,40.697587,-80.44851
2,4,12/5/13,22:46,0.614434,1.402963763,LAP1,41.237692,-80.129426
3,13,12/17/13,23:36,3.699805,1.665574343,LAP2,40.697587,-80.44851
1,1,12/1/13,15:17,12.399977,4.297210824,LAP1,40.759591,-80.892775
2,7,12/16/13,8:59,7.541889,1.829603243,LAP2,41.197179,-80.218578
2,13,12/21/13,15:41,7.550082,1.829272747,LAP2,40.697587,-80.44851
3,7,12/30/13,16:19,1.499018,0.818207177,LAP2,41.197179,-80.218578
1,12,12/18/13,13:38,16.036387,5.005445897,LAP2,40.666304,-80.69382
2,1,12/27/13,13:05,1.658122,2.329964039,LAP1,40.759591,-80.892775
1,12,12/28/13,23:37,6.407407,2.095806261,LAP2,40.666304,-80.69382
2,1,12/26/13,11:15,5.871814,2.633401711,LAP1,40.759591,-80.892775
2,8,12/19/13,1:42,4.894616,1.290959791,LAP2,41.122195,-80.597651
2,3,12/23/13,21:33,6.349661,1.489880049,LAP1,40.82405,-80.70807
3,12,12/29/13,1:07,4.732862,1.575846418,LAP2,40.666304,-80.69382
2,7,12/28/13,13:46,8.45389,2.247507693,LAP2,41.197179,-80.218578
3,14,12/6/13,7:18,3.26065,1.369706643,LAP2,41.141569,-80.833456
2,9,12/3/13,22:56,4.976182,2.219642918,LAP2,40.605104,-80.061551
3,13,12/11/13,5:55,5.107175,2.863535082,LAP2,40.697587,-80.44851
3,8,12/13/13,12:07,8.744645,2.55991169,LAP2,41.122195,-80.597651
1,10,12/23/13,7:22,7.101694,3.343266599,LAP2,40.940856,-80.902297
2,6,12/13/13,12:35,9.524664,3.703036184,LAP2,41.088805,-80.651918
2,11,12/27/13,21:25,8.475308,2.599089045,LAP2,40.782878,-80.527821
2,3,12/31/13,12:11,2.411125,2.212370007,LAP1,40.82405,-80.70807
1,7,12/5/13,17:55,8.687652,3.371023339,LAP2,41.197179,-80.218578
1,12,12/4/13,19:51,6.844119,1.762515317,LAP2,40.666304,-80.69382
3,8,12/12/13,8:23,1.025426,1.682748587,LAP2,41.122195,-80.597651
2,2,12/10/13,18:20,6.387202,2.475024536,LAP1,40.476938,-80.381297
2,5,12/24/13,11:02,8.500041,1.900160112,LAP1,40.932256,-80.388139
3,6,12/24/13,18:06,2.986493,0.807930093,LAP2,41.088805,-80.651918
2,10,12/11/13,8:22,2.188933,1.433326862,LAP2,40.940856,-80.902297
2,11,12/16/13,16:59,5.352664,2.910231691,LAP2,40.782878,-80.527821
2,5,12/29/13,16:11,8.066627,3.241076195,LAP1,40.932256,-80.388139
1,11,12/31/13,11:52,7.173732,1.794139657,LAP2,40.782878,-80.527821
1,3,12/1/13,15:13,3.128839,1.707644295,LAP1,40.82405,-80.70807
2,3,12/18/13,21:47,6.609069,2.171461145,LAP1,40.82405,-80.70807
2,12,12/17/13,19:47,1.686746,1.220262919,LAP2,40.666304,-80.69382
1,2,12/1/13,21:46,8.54256,2.205361478,LAP1,40.476938,-80.381297
1,14,12/6/13,8:31,15.769152,5.118519572,LAP2,41.141569,-80.833456
3,7,12/19/13,13:01,1.347813,1.437204489,LAP2,41.197179,-80.218578
1,3,12/15/13,13:19,1.360158,0.481877983,LAP1,40.82405,-80.70807
1,12,12/12/13,16:24,9.90571,2.115996366,LAP2,40.666304,-80.69382
2,10,12/5/13,21:43,11.273698,4.173054586,LAP2,40.940856,-80.902297
3,8,12/15/13,4:23,10.269648,2.970022984,LAP2,41.122195,-80.597651
3,8,12/20/13,23:49,8.547879,2.282995795,LAP2,41.122195,-80.597651
3,4,12/16/13,7:43,6.946542,2.000848222,LAP1,41.237692,-80.129426
1,8,12/22/13,18:57,1.343575,1.31973571,LAP2,41.122195,-80.597651
1,8,12/8/13,6:25,3.605644,1.186678921,LAP2,41.122195,-80.597651
3,13,12/14/13,22:05,6.772961,3.187827882,LAP2,40.697587,-80.44851
1,7,12/5/13,16:10,2.957097,0.678173818,LAP2,41.197179,-80.218578
1,6,12/26/13,11:49,3.140724,1.45586201,LAP2,41.088805,-80.651918
2,10,12/30/13,2:40,15.258987,3.722664606,LAP2,40.940856,-80.902297
3,12,12/14/13,1:31,9.59437,2.787757497,LAP2,40.666304,-80.69382
3,7,12/2/13,5:16,1.813759,1.722774681,LAP2,41.197179,-80.218578
2,2,12/29/13,7:25,5.595031,2.622711909,LAP1,40.476938,-80.381297
3,12,12/18/13,16:47,2.948014,1.35116429,LAP2,40.666304,-80.69382
1,14,12/3/13,8:12,2.627414,1.565937152,LAP2,41.141569,-80.833456
2,12,12/29/13,17:34,4.514671,1.428125755,LAP2,40.666304,-80.69382
2,12,12/26/13,20:24,6.985793,1.814342965,LAP2,40.666304,-80.69382
2,8,12/13/13,19:49,7.367644,2.905770542,LAP2,41.122195,-80.597651
1,4,12/29/13,20:14,15.512385,3.231447646,LAP1,41.237692,-80.129426
2,8,12/25/13,19:44,6.9352,1.731656218,LAP2,41.122195,-80.597651
1,8,12/25/13,18:01,2.556193,0.859173353,LAP2,41.122195,-80.597651
3,1,12/12/13,15:32,2.569507,0.674319577,LAP1,40.759591,-80.892775
3,4,12/20/13,21:45,5.3803,1.157523495,LAP1,41.237692,-80.129426
2,1,12/10/13,9:33,6.071006,3.137803373,LAP1,40.759591,-80.892775
3,14,12/7/13,22:35,13.13989,3.051250163,LAP2,41.141569,-80.833456
3,2,12/20/13,7:16,12.385591,2.927732656,LAP1,40.476938,-80.381297
2,11,12/21/13,12:04,1.009909,1.760453176,LAP2,40.782878,-80.527821
3,7,12/16/13,23:28,11.732602,3.198095807,LAP2,41.197179,-80.218578
3,5,12/13/13,16:20,6.255626,2.866511634,LAP1,40.932256,-80.388139
1,12,12/30/13,18:15,0.071841,1.258744744,LAP2,40.666304,-80.69382
2,8,12/6/13,8:25,2.251869,1.52050445,LAP2,41.122195,-80.597651
1,11,12/4/13,7:05,5.515235,2.296415212,LAP2,40.782878,-80.527821
2,4,12/23/13,4:53,12.314171,2.901558618,LAP1,41.237692,-80.129426
1,4,12/5/13,22:29,1.335682,1.05555233,LAP1,41.237692,-80.129426
1,3,12/8/13,21:53,6.149616,2.166088287,LAP1,40.82405,-80.70807
3,3,12/2/13,17:36,3.563258,0.744290874,LAP1,40.82405,-80.70807
1,6,12/20/13,15:29,2.714366,2.282026012,LAP2,41.088805,-80.651918
1,2,12/29/13,5:30,1.615082,1.241605533,LAP1,40.476938,-80.381297
3,10,12/8/13,12:17,7.649831,1.882297808,LAP2,40.940856,-80.902297
2,5,12/8/13,23:09,6.771315,2.365365799,LAP1,40.932256,-80.388139
1,1,12/2/13,18:55,2.198525,1.527859948,LAP1,40.759591,-80.892775
1,12,12/19/13,7:32,5.300243,1.09292011,LAP2,40.666304,-80.69382
2,4,12/20/13,5:01,9.185296,3.701519904,LAP1,41.237692,-80.129426
1,8,12/5/13,15:24,6.623535,1.451137244,LAP2,41.122195,-80.597651
1,11,12/11/13,4:55,0.857008,0.334654027,LAP2,40.782878,-80.527821
1,3,12/12/13,12:54,1.798534,2.238289435,LAP1,40.82405,-80.70807
1,9,12/21/13,22:11,6.34981,1.710415363,LAP2,40.605104,-80.061551
2,7,12/11/13,1:26,7.856665,1.745015825,LAP2,41.197179,-80.218578
2,2,12/19/13,11:09,2.904577,0.631018112,LAP1,40.476938,-80.381297
2,4,12/1/13,5:38,2.000849,2.206941198,LAP1,41.237692,-80.129426
1,3,12/29/13,5:04,4.554408,1.095828769,LAP1,40.82405,-80.70807
3,2,12/15/13,8:57,5.159036,1.406427767,LAP1,40.476938,-80.381297
1,7,12/10/13,22:21,8.109207,2.936003082,LAP2,41.197179,-80.218578
2,13,12/21/13,17:03,11.39767,4.255164796,LAP2,40.697587,-80.44851
1,2,12/15/13,13:17,1.432418,2.032970101,LAP1,40.476938,-80.381297
1,3,12/25/13,5:02,6.744967,3.081758494,LAP1,40.82405,-80.70807
2,12,12/4/13,15:08,15.862007,4.376924897,LAP2,40.666304,-80.69382
1,8,12/7/13,21:15,2.517191,1.725397725,LAP2,41.122195,-80.597651
1,14,12/13/13,19:38,5.905239,2.409158682,LAP2,41.141569,-80.833456
1,5,12/14/13,18:30,4.916198,1.164952201,LAP1,40.932256,-80.388139
3,8,12/17/13,16:39,8.685897,1.91030317,LAP2,41.122195,-80.597651
3,3,12/20/13,5:51,3.277398,0.856346472,LAP1,40.82405,-80.70807
3,3,12/15/13,2:22,4.598362,2.279918433,LAP1,40.82405,-80.70807
3,2,12/6/13,3:02,0.245808,0.500245058,LAP1,40.476938,-80.381297
1,8,12/19/13,21:35,2.332608,2.153102779,LAP2,41.122195,-80.597651
3,7,12/4/13,6:37,9.287659,3.586874235,LAP2,41.197179,-80.218578
3,6,12/13/13,16:27,4.191891,1.115806012,LAP2,41.088805,-80.651918
2,7,12/17/13,5:52,7.350946,2.028054447,LAP2,41.197179,-80.218578
1,4,12/29/13,21:01,1.07256,0.296479122,LAP1,41.237692,-80.129426
2,13,12/17/13,8:37,6.127352,1.564865439,LAP2,40.697587,-80.44851
3,7,12/28/13,14:40,9.39758,1.881855951,LAP2,41.197179,-80.218578
1,14,12/9/13,22:44,9.719351,3.493713232,LAP2,41.141569,-80.833456
2,9,12/28/13,22:34,0.088546,0.458945854,LAP2,40.605104,-80.061551
1,10,12/15/13,11:46,7.729018,2.197627169,LAP2,40.940856,-80.902297
3,7,12/5/13,10:42,7.014992,3.263395465,LAP2,41.197179,-80.218578
2,6,12/21/13,17:19,12.715671,2.736671448,LAP2,41.088805,-80.651918
1,3,12/2/13,23:04,4.567311,1.706597141,LAP1,40.82405,-80.70807
1,2,12/8/13,3:47,1.182047,0.699143737,LAP1,40.476938,-80.381297
3,6,12/22/13,9:17,0.206054,0.761941306,LAP2,41.088805,-80.651918
3,2,12/13/13,18:00,7.022174,2.570678251,LAP1,40.476938,-80.381297
3,14,12/6/13,20:22,2.946058,2.424849582,LAP2,41.141569,-80.833456
1,9,12/5/13,21:00,4.104143,2.181113832,LAP2,40.605104,-80.061551
2,4,12/3/13,7:42,9.452379,2.159953259,LAP1,41.237692,-80.129426
3,2,12/1/13,13:27,5.049536,2.61529282,LAP1,40.476938,-80.381297
3,8,12/29/13,14:07,3.072434,1.500489127,LAP2,41.122195,-80.597651
1,9,12/22/13,4:07,8.700006,2.54188515,LAP2,40.605104,-80.061551
1,14,12/15/13,4:33,4.479259,1.697583731,LAP2,41.141569,-80.833456
2,11,12/6/13,6:20,7.892518,3.460982931,LAP2,40.782878,-80.527821
3,6,12/9/13,6:34,5.469046,1.531659274,LAP2,41.088805,-80.651918
2,4,12/12/13,14:40,2.985931,2.406583266,LAP1,41.237692,-80.129426
1,5,12/9/13,20:08,5.376745,2.472361212,LAP1,40.932256,-80.388139
3,2,12/28/13,18:18,2.503244,1.814011031,LAP1,40.476938,-80.381297
3,11,12/24/13,12:21,5.306644,2.125089988,LAP2,40.782878,-80.527821
1,9,12/28/13,12:27,0.267365,1.695480436,LAP2,40.605104,-80.061551
3,7,12/12/13,1:12,11.144773,3.214979213,LAP2,41.197179,-80.218578
3,7,12/22/13,21:03,3.169342,2.446671598,LAP2,41.197179,-80.218578
3,1,12/24/13,1:55,3.264465,1.143832407,LAP1,40.759591,-80.892775
3,4,12/15/13,3:03,1.044999,0.670276815,LAP1,41.237692,-80.129426
1,2,12/27/13,4:01,1.389403,0.639084087,LAP1,40.476938,-80.381297
2,8,12/7/13,12:33,1.309688,0.889614018,LAP2,41.122195,-80.597651
2,12,12/3/13,8:32,3.160885,2.148010278,LAP2,40.666304,-80.69382
1,3,12/15/13,1:12,9.704862,2.919957188,LAP1,40.82405,-80.70807
1,4,12/22/13,15:01,3.935694,1.591874607,LAP1,41.237692,-80.129426
1,1,12/18/13,9:04,12.306047,4.405268022,LAP1,40.759591,-80.892775
2,13,12/25/13,7:46,16.320237,3.885639653,LAP2,40.697587,-80.44851
1,10,12/8/13,9:15,5.861786,1.737878382,LAP2,40.940856,-80.902297
1,11,12/27/13,14:46,7.015125,1.951202839,LAP2,40.782878,-80.527821
1,14,12/9/13,19:25,0.188994,1.138348609,LAP2,41.141569,-80.833456
2,7,12/27/13,20:03,8.785837,2.713628061,LAP2,41.197179,-80.218578
2,12,12/6/13,17:01,2.652833,2.225248435,LAP2,40.666304,-80.69382
3,5,12/11/13,7:51,11.654808,3.689619598,LAP1,40.932256,-80.388139
1,11,12/4/13,9:04,4.200071,1.060814807,LAP2,40.782878,-80.527821
1,1,12/24/13,21:50,8.383704,3.662822472,LAP1,40.759591,-80.892775
2,6,12/17/13,1:49,2.081118,1.83142305,LAP2,41.088805,-80.651918
1,8,12/9/13,18:51,14.027095,3.543056503,LAP2,41.122195,-80.597651
3,7,12/15/13,13:21,17.431274,4.741547789,LAP2,41.197179,-80.218578
3,11,12/26/13,2:33,0.785931,1.911120302,LAP2,40.782878,-80.527821
3,4,12/2/13,2:38,0.625498,1.808775965,LAP1,41.237692,-80.129426
3,1,12/14/13,3:54,10.995564,3.484395945,LAP1,40.759591,-80.892775
2,3,12/1/13,21:42,8.964027,3.531138812,LAP1,40.82405,-80.70807
3,13,12/14/13,11:55,10.577111,3.824862152,LAP2,40.697587,-80.44851
1,8,12/7/13,10:45,8.256661,2.94080204,LAP2,41.122195,-80.597651
2,5,12/16/13,15:37,0.255026,0.751818209,LAP1,40.932256,-80.388139
3,4,12/15/13,3:14,2.970012,0.838648261,LAP1,41.237692,-80.129426
3,5,12/18/13,8:26,3.297966,1.523131946,LAP1,40.932256,-80.388139
3,12,12/29/13,5:27,8.380156,2.500066596,LAP2,40.666304,-80.69382
1,3,12/13/13,2:49,10.011894,2.283839494,LAP1,40.82405,-80.70807
2,5,12/31/13,6:55,6.50571,2.988098302,LAP1,40.932256,-80.388139
2,5,12/19/13,15:57,6.00861,2.882130036,LAP1,40.932256,-80.388139
3,14,12/23/13,17:12,2.556888,1.653614523,LAP2,41.141569,-80.833456
2,13,12/4/13,5:25,8.84446,2.413015721,LAP2,40.697587,-80.44851
3,9,12/1/13,5:30,9.157513,3.715232576,LAP2,40.605104,-80.061551
2,11,12/8/13,3:29,9.791681,3.361960632,LAP2,40.782878,-80.527821
2,11,12/27/13,4:41,4.152677,0.847710448,LAP2,40.782878,-80.527821
3,10,12/21/13,5:11,7.44406,2.203306672,LAP2,40.940856,-80.902297
1,5,12/16/13,22:43,1.853167,0.683043051,LAP1,40.932256,-80.388139
2,3,12/14/13,8:48,6.939621,3.20378026,LAP1,40.82405,-80.70807
1,5,12/22/13,9:06,1.277328,2.094952503,LAP1,40.932256,-80.388139
3,11,12/3/13,12:45,1.792628,0.883907594,LAP2,40.782878,-80.527821
3,6,12/5/13,15:47,1.28274,0.783568069,LAP2,41.088805,-80.651918
1,9,12/19/13,19:47,2.577495,1.662274932,LAP2,40.605104,-80.061551
1,4,12/8/13,17:10,9.668479,2.780287017,LAP1,41.237692,-80.129426
1,1,12/30/13,10:36,0.907845,0.300964618,LAP1,40.759591,-80.892775
2,14,12/19/13,12:21,9.686905,3.146127,LAP2,41.141569,-80.833456
3,6,12/22/13,8:35,0.731532,1.614299321,LAP2,41.088805,-80.651918
2,11,12/25/13,12:24,2.103664,0.471348272,LAP2,40.782878,-80.527821
1,2,12/13/13,17:02,21.516524,4.568940848,LAP1,40.476938,-80.381297
3,8,12/17/13,1:42,1.679857,2.001030341,LAP2,41.122195,-80.597651
2,5,12/31/13,23:39,7.745225,1.862177007,LAP1,40.932256,-80.388139
1,1,12/27/13,2:47,3.25594,2.431475141,LAP1,40.759591,-80.892775
3,4,12/9/13,21:49,6.062844,1.368578297,LAP1,41.237692,-80.129426
2,6,12/6/13,9:42,0.108974,1.084234574,LAP2,41.088805,-80.651918
2,4,12/21/13,7:29,6.581307,2.349534446,LAP1,41.237692,-80.129426
3,3,12/15/13,17:12,2.050265,1.684467165,LAP1,40.82405,-80.70807
3,12,12/12/13,12:55,11.626875,3.399524214,LAP2,40.666304,-80.69382
3,8,12/20/13,2:37,7.054198,3.293624449,LAP2,41.122195,-80.597651
1,7,12/10/13,7:00,6.954417,2.691931034,LAP2,41.197179,-80.218578
3,4,12/30/13,6:22,5.681027,1.759951014,LAP1,41.237692,-80.129426
3,8,12/28/13,11:44,0.150766,0.239814102,LAP2,41.122195,-80.597651
3,14,12/23/13,11:44,4.819445,1.392179274,LAP2,41.141569,-80.833456
3,1,12/14/13,15:40,4.036969,2.123481332,LAP1,40.759591,-80.892775
3,8,12/29/13,5:25,8.285206,2.992368927,LAP2,41.122195,-80.597651
2,12,12/14/13,23:46,8.125192,2.968889835,LAP2,40.666304,-80.69382
1,13,12/5/13,23:39,10.185572,3.825486981,LAP2,40.697587,-80.44851
2,1,12/17/13,5:03,0.768543,1.826360323,LAP1,40.759591,-80.892775
3,14,12/14/13,9:45,4.807072,1.863817566,LAP2,41.141569,-80.833456
2,1,12/10/13,21:49,7.582024,2.364470358,LAP1,40.759591,-80.892775
1,3,12/13/13,18:44,0.21455,0.100240331,LAP1,40.82405,-80.70807
3,10,12/21/13,1:14,10.545611,3.12798713,LAP2,40.940856,-80.902297
1,10,12/2/13,16:38,9.31431,2.31384476,LAP2,40.940856,-80.902297
2,7,12/24/13,20:31,3.369117,1.74457536,LAP2,41.197179,-80.218578
2,11,12/27/13,5:41,5.924105,2.22569644,LAP2,40.782878,-80.527821
1,4,12/14/13,13:07,4.634461,1.749751946,LAP1,41.237692,-80.129426
1,1,12/5/13,22:39,6.118814,1.911752148,LAP1,40.759591,-80.892775
2,11,12/16/13,9:28,5.733232,1.264191592,LAP2,40.782878,-80.527821
3,6,12/2/13,2:38,3.853404,2.485494185,LAP2,41.088805,-80.651918
2,1,12/13/13,10:26,3.404004,2.278070314,LAP1,40.759591,-80.892775
3,5,12/7/13,21:14,5.677074,1.417761099,LAP1,40.932256,-80.388139
3,14,12/6/13,21:54,1.762817,2.310578498,LAP2,41.141569,-80.833456
3,5,12/6/13,19:06,14.120524,3.148596155,LAP1,40.932256,-80.388139
2,14,12/24/13,5:27,15.518834,4.572069546,LAP2,41.141569,-80.833456
3,13,12/1/13,17:19,2.953812,1.69786708,LAP2,40.697587,-80.44851
